Ticker,AAPL,AMGN,AMZN,AXP,BA,BTC-USD,CAT,CRM,CSCO,CVX,DIS,GC=F,GLD,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX,^TNX,AAPL,AMGN,AMZN,AXP,BA,BTC-USD,CAT,CRM,CSCO,CVX,DIS,GC=F,GLD,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX,^TNX
Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,118.8996429,198.9640198,155.6795044,139.385849,252,57805.12109,200.8921204,213.7020264,42.44948578,91.17403412,193.523819,1722.300049,161.5200043,306.4900818,241.0619202,181.6644135,100.1435471,138.9290466,136.5112915,44.08197021,191.0427246,129.4119415,61.27850723,228.0597229,132.5888062,12.96225739,112.661911,225.0032501,141.5983124,327.6538086,218.4348907,41.58010483,41.23373413,0.02800000086,1.52699995,103026500,2244000,55528000,3147700,30139200,56772343595,2960000,6431000,21976600,10989500,11933900,18,6749200,2756600,4371300,3140242,5383657,6305600,11771500,17417700,3618000,2843251,13205324,29907600,5696500,299916000,6941500,1447200,2105200,2520500,10053400,30312900,35489700,0,0
2021-03-12,117.9929886,198.2668304,154.4745026,140.1311035,269.1900024,57332.08984,209.3388367,210.0009613,42.4668808,91.47740936,193.9270782,1719.5,161.4900055,312.5015564,244.8726959,183.2715912,100.5137634,139.3306274,138.130127,43.99460602,191.7380066,129.6573486,61.79204178,226.7325439,131.8938904,12.82508755,113.7538223,226.3232269,143.5886688,331.5370178,216.7059479,41.67000198,41.85476303,0.02500000037,1.63499999,88105100,1752600,48438000,2420100,35264300,55689944702,4756500,6114600,15196500,10930300,13249100,80,8608500,2436700,4190500,1951391,4194565,5474800,12849500,17598600,2818200,3219154,11493940,22653700,4143200,243964000,6521900,1228200,1313300,2088700,8172400,22002400,28437600,0,0
2021-03-13,,,,,,61243.08594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60669829814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,,,,,,59302.31641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901225564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,120.8787155,203.0866852,154.0839996,138.6688538,265.6300049,55907.19922,210.9294281,210.5848083,42.98010635,90.40324402,193.5336456,1728.900024,162.1999969,310.0287781,249.7503052,184.8275299,101.2778015,140.0464935,137.4401398,44.57991028,199.0701904,132.8546295,63.14220047,225.8284454,136.1103058,13.15953064,114.1266632,229.1485443,143.6526031,329.5441589,215.6531525,41.67748642,41.63942719,0.01499999966,1.606999993,92403800,2911000,58272000,2586300,34816700,66419369890,4215300,5733700,15523600,10488000,10311400,147,8104500,2276200,4355200,2717221,3577948,5524100,12101100,13411900,5479700,3946800,17999295,26034900,5413900,221988000,7172600,818100,873500,2343400,9306100,18970600,25071900,0,0
2021-03-16,122.419075,206.8392792,154.5930023,135.1877594,255.2100067,56804.90234,207.0168915,212.2473297,43.20626068,88.26309967,191.0549774,1730.599976,162.3500061,306.140625,252.9244537,181.0745392,101.0099792,140.8758392,135.7947693,44.7458992,198.5284119,131.0105591,63.62261581,228.6175385,135.8379669,13.25928879,114.4639969,229.1741028,142.8582764,330.2147217,217.0343781,41.67748642,41.62694931,0.00800000038,1.621000051,115227900,3386300,50776000,4031000,28785800,59749798599,3539200,5311000,17282300,11698400,9680700,729,7547400,2332600,4458900,2734940,4867247,6369100,12805600,14214200,3583400,2707744,15697887,28092200,5623000,272128000,6485200,1269600,1049100,2904200,8949300,19044700,19881000,0,0
2021-03-17,121.6293793,210.2389679,156.786499,136.4896393,263.5899963,58870.89453,213.5713196,210.9015045,42.98879242,88.58287048,192.0386047,1726.800049,163.5099945,309.0434875,251.0863647,182.1174927,101.6322327,140.3520508,137.1924591,44.76337433,202.3660431,132.0272217,64.02848816,227.9731598,135.9976349,13.30917168,114.0024109,227.6751862,144.1821289,327.9611206,215.4116974,41.75989151,41.28055191,0.00800000038,1.641000032,111932600,3255500,62372000,3278500,23785500,60258313191,3518500,5805100,18326900,9168600,14418700,488,12626700,2710900,5908400,2896742,4488804,6001400,13952400,17502700,5240600,3091780,17533878,29562100,5134400,243864000,6192900,1074600,1393800,2633100,8675600,17867000,24156300,0,0
2021-03-18,117.5055161,210.3680267,151.3995056,134.5084686,256.0599976,57858.92188,210.8745575,207.2993774,42.44948578,85.37674713,189.127121,1732.199951,162.5599976,311.7758789,253.8928528,183.8186951,102.4435349,140.0901489,139.457016,44.17805862,201.2734222,133.9203339,64.00365448,221.894928,134.4481354,12.69190693,114.250946,226.9624176,143.1869812,337.1523743,213.1321869,42.17935944,40.74155045,0.003000000026,1.730000019,121229700,3063100,72992000,3173600,24595500,55746041000,4336200,5580100,18416900,13246600,9644500,138,8711100,3713000,4808100,4555828,6104142,4801800,21898500,18007300,3254600,3648398,14274179,34833000,10188400,293896000,6871300,1385100,2301300,3311600,9321800,19970700,29815500,0,0
2021-03-19,116.9790802,211.6762695,153.7480011,132.7443695,255.8200073,58346.65234,205.9473419,209.9910583,42.60606384,84.76994324,188.0057983,1741.400024,163.2400055,308.3714294,259.2189026,182.0149078,101.5298386,139.7147217,137.2366638,44.38772964,200.8580627,132.314743,64.20243835,221.5390472,129.114212,12.81486034,113.6384125,225.7223663,136.3120117,340.4396057,199.841629,42.12692261,41.28368759,0.004999999888,1.731999993,185549500,12589900,92508000,5098300,17330800,49063873786,7485100,7088400,65366800,18491000,28354600,13,6868900,3513000,13729200,10727559,10297870,14891500,54418800,67845700,7719400,7987964,58225203,46430700,24980400,299208000,20262100,2829900,4099200,8572900,32209700,39055000,57703500,0,0
2021-03-20,,,,,,58313.64453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50361731222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,,,,,,57523.42188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51943414539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,120.2937469,214.9038391,155.5435028,132.0273743,251.2299957,54529.14453,206.6146545,212.9301453,43.75429153,84.08116913,189.6976166,1737.800049,163,304.0082397,259.0754395,181.3480682,102.829483,140.116333,133.5478973,44.55370712,203.2329102,132.84758,64.20243835,226.9633331,129.8466797,13.15454388,115.5648041,230.1936493,134.7507477,341.6315613,200.9040985,42.38909531,41.4811058,0.004999999888,1.684000015,111912300,2059800,58044000,2274100,15230000,56521454974,2211600,5002500,28813900,12508500,8838500,51,5240000,2094500,5564700,3508197,4356485,7544100,19944800,17911400,4220700,3115939,11352879,30127000,7537300,297804000,8077600,1058400,1381800,3505200,11371600,20656600,24654000,0,0
2021-03-23,119.4651108,210.9016571,156.875,128.3764801,241.25,54738.94531,199.5117645,212.7619171,43.50202179,83.61378479,185.6353149,1724.699951,161.8099976,297.2352905,260.0079346,178.3217926,102.758606,139.9853516,132.2121582,44.89441681,202.6008148,132.0482788,63.1753273,228.4924774,128.7666779,13.03931999,117.7131348,232.0154266,134.2120667,343.158783,201.0489655,42.62879181,41.97310257,0.009999999776,1.638000011,95467100,2604700,76346000,4905400,21358200,56435023914,4017600,4578000,28328200,14781700,10701200,6,6048300,2457500,4801200,2030542,4556794,7178300,17076300,16936700,2794000,3311365,11651245,31638400,5582600,222048000,9503800,1797600,1616400,3100100,8820700,20084100,29154900,0,0
2021-03-24,117.076561,211.271759,154.3535004,130.5839844,239.2400055,52774.26563,202.2359467,207.3488464,43.18886566,85.85232544,181.6910858,1732.900024,162.3699951,294.4401245,262.4916687,181.4250336,102.8846207,141.34729,133.2382965,45.00799179,202.3118591,133.7029877,63.15047455,226.4536133,125.047966,12.61259937,117.6776047,231.4432983,136.2937927,345.1144104,200.9717255,42.70370102,41.71299744,0.01499999966,1.613999963,88530500,2237500,59180000,2638900,24055100,70567223787,4258000,4617700,26444700,11026800,13549100,26,6183700,3332200,4842000,2718388,4189230,6370100,13079800,14997400,2442500,3383723,9135416,25620100,8157600,245840000,8318000,1266600,1995900,3407800,10101600,14819800,23547300,0,0
2021-03-25,117.5640182,211.9431,152.3130035,134.2254639,247.1900024,51704.16016,204.9966431,203.3014526,43.93694687,86.15573883,183.8451843,1724.900024,161.7799988,296.142334,266.4637451,182.844162,104.8144073,141.3996429,134.9455566,45.44478607,202.4472961,135.392807,63.00966263,223.4529572,120.8033218,12.50510693,118.4943085,236.2565765,139.4892731,345.5707092,200.8751068,42.98085022,41.99504089,0.01499999966,1.613999963,98844700,2707600,71270000,2766400,27553600,67999812841,2901800,7977200,34537700,11138200,9609200,15,8398600,2804700,5373500,2352768,5809484,6269800,15608300,17091900,3249600,2656316,10700918,34061900,18475800,295144000,7517300,1431000,1402100,3021500,8390800,18047400,28125900,0,0
2021-03-26,118.1684647,217.6321869,152.6015015,135.5933838,244.8699951,55137.3125,209.7958984,206.9134521,45.72887802,88.13189697,182.8713989,1732.199951,162.2400055,293.3112488,272.4084473,186.819397,107.4215775,143.9837189,137.1924591,46.33586121,203.359314,136.6408386,64.10303497,227.4345703,124.8883286,12.80837727,120.2431488,242.588028,140.2744751,350.5900574,206.2454681,43.5800972,42.34601593,0.01499999966,1.659999967,94071200,2638900,66258000,2687500,17157100,56652197978,3040100,7333200,31997000,9820200,10196100,33,6153900,3082600,5865900,2694940,5823710,7619200,16754400,17126700,3263100,3202410,10389767,25479900,10010500,363968000,10821200,1691400,1123000,2959800,7399900,19632700,28653600,0,0
2021-03-27,,,,,,55973.51172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47266542233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,,,,,,55950.74609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47686580918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,118.3439484,219.4396362,153.786499,134.3103943,250.5200043,57750.19922,210.4541016,208.5759583,45.68539429,87.67271423,181.8189545,1712.099976,160.3099976,291.8240356,270.9649048,187.1186066,107.0120087,144.952713,135.0605621,47.04347229,205.2916718,137.2438049,64.85679626,226.2420044,125.3578796,12.91711521,122.1251373,241.7218628,140.4662018,352.9926453,207.1919708,44.06698608,42.82861328,0.00800000038,1.720999956,80819200,2488100,54920000,2220600,22198800,57625587027,3003200,5686900,25032800,7542300,7544700,135457,8409300,4533200,4642900,3250798,4835344,8535100,17570300,17514100,3621300,3111753,11448562,25227500,7153900,273520000,11176000,1092600,1393700,2740400,7792300,18577300,30146400,0,0
2021-03-30,116.8913498,214.9555054,152.7644958,135.3670044,252.0099945,58917.69141,213.068512,207.8139648,45.0329895,86.86091614,182.4878082,1683.900024,157.5700073,297.4503784,273.3141174,186.4432526,106.1140366,144.0535583,136.652832,46.43195343,203.1516113,136.4725647,63.74685669,222.9816895,124.8507614,12.84079933,120.2431488,238.4970703,140.6305237,347.8708801,204.671051,43.88721085,42.53717422,0.01300000027,1.725999951,85671900,1979000,46752000,2034500,12577300,54414116432,3139100,4717900,22465100,6284600,5929700,25316,8353200,2717300,5045400,2597434,5010758,7236300,13184300,14871800,2419000,2244533,10123366,24792000,6026600,200204000,8090600,1084500,924000,3066000,5498000,13239700,27230100,0,0
2021-03-31,119.0848999,214.1464539,154.7039948,133.8341522,254.7200012,58918.83203,211.9624329,209.664505,44.98079681,85.92612457,181.4943695,1713.800049,159.9600067,292.961792,273.699646,185.5712585,104.9640579,143.4773865,134.6624603,46.04757309,202.3930969,135.0983124,63.85454941,226.7517242,124.7944183,13.31615162,120.2253723,235.8730469,137.3162994,346.4833069,204.5068512,43.557621,42.5653801,0.01300000027,1.746000051,118323800,3571900,61878000,2957300,14138500,65520826225,4512300,6838000,22212400,8954400,8478000,762,10623800,2624500,4744100,2599450,5172575,8281500,16736700,15826500,3564100,2902572,13598219,43623500,6878900,314776000,9202600,1321500,1705200,3356500,13180000,19531700,24546000,0,0
2021-04-01,119.9135437,214.4562836,158.0500031,136.7958069,252.9600067,59095.80859,212.7576904,216.443222,45.2156601,86.71331787,185.8713837,1726.5,161.9799957,293.5351868,275.9412231,185.3404388,104.9404221,142.1504059,135.9716949,45.87285233,203.359314,135.1123505,63.85454941,233.0800476,124.4563522,13.7785387,119.204483,239.4654694,137.5172119,341.8272095,209.4618225,43.66997528,42.49957275,0.00800000038,1.67900002,75089100,2176900,58806000,2629200,10934500,61669163792,3787100,7763500,17896200,8515800,7749400,720,7105200,2659000,3923900,2238286,4261404,7229700,16561500,15834700,2441200,2274912,9121373,30338000,5720600,308276000,9117800,1474800,1680000,2977700,6138400,12885100,25595100,0,0
2021-04-02,,,,,,59384.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58727860620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,,,,,,57603.89063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59641344484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,,,,,,58758.55469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50749662970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,122.7407761,216.9092255,161.3365021,138.2056885,259.3599854,59057.87891,213.6444397,217.9968567,45.91653442,85.69652557,185.4090881,1727,161.9199982,289.8619995,282.8005676,187.4520264,107.0671005,142.6742401,136.6924286,46.13493347,206.6461792,136.7039337,63.78000259,239.5430298,126.8885498,13.95386887,121.1308441,245.3621826,138.8045349,344.7232666,211.5674438,44.09693527,43.69351196,0.01499999966,1.720000029,88651200,2230500,66698000,2960100,13750300,60706272115,2323400,5553200,19860900,8692700,7405300,275,6163800,3235000,4697200,2396481,5722980,7387100,13508000,16368700,2866300,2347748,9828144,36910600,5508900,255672000,8279100,1371100,1260700,2709400,10440500,14326300,40043100,0,0
2021-04-06,123.0429993,214.3960419,161.1909943,138.290802,255.1699982,58192.35938,210.8379974,218.7885437,45.58362198,84.93395233,186.618927,1741.5,163.2200012,293.015564,281.3479614,187.3835754,105.7202148,142.6393127,135.7314453,46.46689987,209.409256,136.6128082,62.77775192,238.3793182,128.8042908,13.82816982,121.1752472,248.2866058,138.5488739,339.3128357,211.1907501,44.27671051,43.90348053,0.01499999966,1.656000018,80171300,2040100,50756000,2851200,11180300,66058027988,2614500,5448500,15126100,8125100,7926200,890,6761200,1801700,3988600,1905556,3787566,5074200,13071600,15614300,3230900,1761349,13394698,22931900,4670100,191744000,6180600,1908800,1349200,2698600,7828100,12198300,31044600,0,0
2021-04-07,124.6906052,213.5525818,163.9694977,139.2181396,252.5800018,56048.9375,210.6277466,218.4916687,45.35583115,85.43414307,184.4845123,1740.099976,162.7599945,292.5586548,280.1734314,186.7937469,106.2794571,142.8313599,137.8581085,46.54551697,210.0413666,136.6899567,63.0510788,240.3412628,128.2220459,14.10949039,121.3883362,241.335144,139.0419006,340.4955139,211.7896118,44.19431686,43.8094635,0.009999999776,1.652999997,83466700,1583500,66924000,2399500,9925700,75645303584,2449600,4403400,15783600,7699300,6238700,557,5436000,2157300,3799300,1821949,3112896,4608000,16903500,10062700,2551300,1795794,8970566,22719800,6646000,251284000,10244500,1742700,1694200,2158900,5614300,13218400,20361600,0,0
2021-04-08,127.0888519,212.485321,164.9649963,139.1329803,254.9499969,58323.95313,210.6917267,222.1135712,45.47849274,84.4747467,184.2484589,1756.800049,164.5099945,296.6708984,281.9307861,187.9563599,106.4291229,142.2725983,138.0271301,46.40575027,207.9103241,137.2298126,62.52924347,243.5631256,125.536293,14.28257656,121.8499069,243.0418243,137.2798157,339.7971191,213.1707916,43.60982895,43.78126144,0.004999999888,1.631999969,88844600,1633600,56242000,2295600,9899900,53053855641,2158900,6169100,15111300,8283000,7763000,1298,6574500,2402800,4035600,2198074,4275211,5039400,12335500,9695600,2772200,2860593,12007984,23625200,8748400,244416000,6190300,1235900,1740700,2426700,11042000,16472400,19095600,0,0
2021-04-09,129.6626282,214.266922,168.6100006,139.8331451,252.3600006,58245.00391,210.9385529,228.8724518,45.63618469,84.3927536,184.8091125,1743.300049,163.2700043,296.3752747,286.2345886,194.0432281,106.9095917,140.7710724,139.0593262,46.45815659,209.0209656,138.8284302,63.20847321,246.0636597,127.1984634,14.36537457,121.0598297,244.7773132,138.4575653,350.4224243,214.928772,43.52655029,43.80319977,0.003000000026,1.666000009,106686700,1368600,86830000,1783400,12255900,46655208546,2482900,7319300,13135800,7163700,6089300,484,6657900,2347100,4607800,4097476,3162999,8418300,12122400,10828200,2728900,2582882,8177439,24326800,6056800,195172000,5855400,1554200,1377600,2483200,5724900,13872000,20676600,0,0
2021-04-10,,,,,,59793.23438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58238470525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,,,,,,60204.96484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46280252580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,127.9468002,214.258316,168.9694977,139.6344604,249.5200043,59893.45313,211.1031189,226.3786926,45.18061447,83.45798492,183.4320526,1731.199951,162.2799988,297.2980042,287.6334839,195.4281616,106.0116577,141.1115417,138.7657013,46.60667801,208.5514374,138.7092285,63.13391495,246.1213837,128.3159485,15.17242813,121.548111,246.9921875,138.6310425,350.4038391,213.9145813,43.56439972,43.8094635,0.009999999776,1.674999952,91420000,1722000,65636000,1869000,10383600,51828688519,1688200,6205700,16441700,7845900,6662500,40,4896700,2318800,3556800,2822366,3926684,5022800,12273400,8565300,2292700,2011792,9970672,27148700,5638200,869324000,6440900,1016500,1232200,3057300,6315200,19564600,18723000,0,0
2021-04-13,131.0567322,215.1276398,170,138.1394501,253.2700043,63503.45703,209.6587982,229.5849762,45.25946045,83.83516693,182.4484558,1746.199951,163.4299927,293.5710144,287.283783,195.7701263,103.3257141,139.2258453,137.110672,46.3795433,208.8765106,137.7556915,63.30785751,248.6027069,125.4047928,15.64179897,119.9412918,246.8099976,138.9688568,348.7463074,213.4799194,43.62496567,43.67472458,0.01499999966,1.623000026,91266500,1766000,66316000,2132100,15901400,69983454362,2286400,5397100,13353200,6829900,6826500,367,6995900,3575900,3635100,2917644,8403041,18424100,16113600,11071700,2570900,2702601,8627346,23837500,8778200,676212000,9161200,694000,1911200,2652300,4764000,15489100,17397900,0,0
2021-04-14,128.7169495,214.8435669,166.6499939,139.4925079,252.4299927,63109.69531,212.6114349,225.6464081,45.00538635,85.49973297,184.3861542,1734.900024,162.7200012,300.4426575,286.9430542,196.0949402,104.4678192,139.6099548,134.5480194,46.37081146,207.9644775,137.9519958,63.2830162,245.8136292,124.2027588,15.24026108,120.3763199,244.5471954,141.9087219,349.7985229,214.4071808,43.68554688,43.65904617,0.01499999966,1.638000011,87222800,1753800,62904000,2141800,12661800,77451779687,2491000,4617600,15376600,10194800,9089900,1037,6312300,9876800,3440600,2319877,6137928,7718300,19939600,9787600,2129200,1883700,8415545,23070900,7354100,385500000,7584000,890600,1850700,2805600,4972600,13890100,21924600,0,0
2021-04-15,131.1249847,219.5859528,168.9544983,140.5428467,251.1100006,63314.01172,212.5565948,230.5745544,45.24193573,84.80274963,182.8812256,1765.400024,165.3500061,303.3094788,289.3818359,196.4882202,104.4284515,140.0202942,135.4022217,46.58920288,208.8403778,138.4638519,63.49836349,249.5740509,125.526886,16.0984478,121.8321838,246.5511932,140.9317932,363.1895752,218.5604858,43.68554688,43.92227554,0.009999999776,1.529999971,89347100,2366300,64672000,2901200,9479000,60954381579,1860200,5073900,17869800,7860500,7262500,368,8250600,4354800,3508200,2131973,4062664,7524600,17694100,13078100,2063000,1748074,14541734,25627500,6284800,598480000,7945300,1181200,1181300,4488300,8698100,13338400,21710400,0,0
2021-04-16,130.7935181,220.0851746,169.9720001,141.9243469,248.1799927,61572.78906,213.3244934,229.4959106,46.25822067,84.42556,184.1894226,1779,166.3500061,306.6781311,294.1699219,198.428833,105.2239838,141.6353302,136.4076996,46.89496613,210.465744,139.2351379,64.16929626,250.7666016,126.1279144,15.87423897,121.8410492,255.9284515,142.3834991,364.1208801,218.6860504,44.12466812,44.06329346,0.00800000038,1.572999954,84922400,2768700,63720000,3480000,14606000,84293007468,2128400,5088700,28327900,7459700,9453500,625,10057600,4231900,6213100,4348084,5535223,9049400,13773400,17974100,2694300,3312322,12512806,24878600,6852500,335208000,7708500,2133400,1315500,4532400,6829400,19866200,26488500,0,0
2021-04-17,,,,,,60683.82031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66138759198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,,,,,,56216.18359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97468872758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,131.4564514,220.3088989,168.6004944,140.5523071,244.1499939,55724.26563,212.4377594,228.1005554,46.30202866,84.67156219,184.3566437,1769.400024,165.8899994,307.3769836,293.0670776,197.4542542,104.8537903,142.0281982,135.8293304,47.17451477,209.3189392,139.2420959,64.32668304,248.8431091,124.4939194,15.32481098,121.2728958,254.6627197,140.9500732,363.031311,218.0871735,44.20795059,43.78126144,0.01499999966,1.600999951,94264200,2345100,54508000,2259100,9249300,65344865159,1712600,4257700,20245600,7068700,7625800,144,5721700,3228200,4494300,3081568,8575736,8353500,11900200,19352900,2254800,2631798,8536903,23209300,5613600,404420000,9149400,1157300,1123100,2965400,6541600,11955400,19281000,0,0
2021-04-20,129.7698669,223.0373077,166.7344971,137.297287,234.0599976,56473.03125,208.0864563,225.5870361,45.37335205,83.08900452,179.7927094,1777.300049,166.4799957,297.3338928,290.4757996,194.3424377,108.8236084,145.336853,132.8217773,47.32302856,210.4025116,139.0388184,65.08043671,248.3815155,119.366539,15.1347723,122.2849121,256.235199,142.182663,369.2612305,215.6628265,44.20795059,44.1197052,0.01499999966,1.562000036,94812300,1579300,52460000,2526700,19483600,67849323955,2815800,4081200,21257500,9783800,10765800,1464,6532000,3662300,4462900,2175687,16192708,14050700,13716700,14419200,1885700,1977108,11009345,19722900,13268700,334132000,10040500,1056900,1840900,3348100,5799100,16673600,24452100,0,0
2021-04-21,130.1500854,222.7274017,168.1009979,139.2654419,235.9199982,53906.08984,212.5017395,228.1599426,45.49600983,84.23696899,180.1074677,1792.300049,168.1300049,300.3710022,292.2601013,197.0524445,113.0690994,145.4328918,133.9518433,47.70741272,209.725296,140.8477936,65.62713623,250.612793,121.986557,15.32356358,121.4859619,259.802063,143.6891174,371.3843994,219.6905212,44.01867294,44.24818802,0.01300000027,1.56400001,68847100,2173600,44224000,2161700,12847000,54926612466,1977700,4024000,14015500,8264400,8400200,250,8380200,2733300,3740100,1827466,12456814,6333200,12236700,13866500,2065500,3168204,11817248,24030400,7110900,216776000,8465900,1168400,859600,2473300,9490600,18310100,17335200,0,0
2021-04-22,128.6292572,219.5171051,165.4519958,139.2465515,234.3300018,51762.27344,209.2382507,228.9417419,45.11928177,82.77738953,179.7632294,1781.199951,167.0399933,296.4110718,288.2341614,195.9924011,111.281105,144.2019501,131.131134,47.55890656,210.3573914,140.8618317,64.57518005,247.3331909,121.3104248,14.81454372,120.2798462,258.6226807,142.3104706,369.2705078,219.8064728,43.36754608,43.76873016,0.01499999966,1.55400002,84566500,3370700,51612000,3247300,13854400,74798630778,2410700,4975400,15564800,9899400,7378300,159,7680100,2165200,4875000,2669688,7428064,7233000,15256100,12558900,1839500,2650097,13330560,25606200,6442900,277788000,7338300,1053700,1446000,2718600,7303000,20921900,19705200,0,0
2021-04-23,130.9494934,221.2212524,167.0440063,136.5687103,238.3800049,51093.65234,211.3043823,231.0792542,45.47849274,83.26939392,180.0189514,1777,166.3999939,304.0262451,290.4129639,191.923111,112.1869278,144.4987793,133.6404114,47.5851059,211.8202057,141.7732849,64.50891113,251.1609802,122.2588959,15.22854328,119.6634064,262.6401672,144.1091003,372.781311,222.1535339,43.38269043,43.84080124,0.01499999966,1.567000031,78657500,2426900,63856000,6395300,11533100,86668667320,3458300,5447100,14016800,6756000,6075500,332,7106400,2163800,3405700,5634334,4765576,6015300,14041900,9020500,2137500,2229464,8598840,21462600,7489000,227500000,6708300,1108900,1079600,2263200,5345200,18099400,22971000,0,0
2021-04-24,,,,,,50050.86719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49014494781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,,,,,,49004.25391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46117114240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,131.3394775,219.9216156,170.4499969,142.2555084,241.4400024,54021.75391,211.7175903,233.0089264,45.24193573,83.24480438,181.2484589,1779.199951,166.8399963,307.7621765,286.9161377,189.3755035,111.5095444,143.2765503,133.9696655,46.87749481,209.7704468,139.9713593,64.2190094,251.5456543,123.5829849,15.4407835,117.2690582,258.4404907,142.182663,368.6372986,222.4820099,43.11013794,43.21718979,0.00800000038,1.570000052,66905100,1782700,97614000,4821100,10599600,58284039825,1864800,3459600,13778200,5639700,6178300,549,4786600,2171500,2848500,3831695,4927497,6027800,10799100,11684600,2490100,3084364,7834219,19763300,8217800,197796000,9910600,1230400,1033200,1642300,5650000,15073600,22846200,0,0
2021-04-27,131.0177155,219.5859528,170.8715057,142.2744446,242.4700012,55033.11719,211.5155945,231.7719574,45.00538635,84.2123642,181.6123962,1778,166.4199982,310.5484924,287.4541016,190.5809021,111.8561401,142.4559326,134.5835876,46.80760574,212.1814117,136.3393707,64.07819366,251.9496155,124.0619125,15.34476089,117.1975861,258.3925476,141.6987762,367.3708191,222.0666199,42.64072037,43.36447525,0.009999999776,1.621999979,66015800,2184900,76542000,2692100,10583300,49448222757,1959300,3445200,13601000,6898900,4870000,117,5363500,2088600,3335800,2956477,4062664,6217700,12821200,9852400,2623800,6249100,9095802,31014200,5833100,164572000,8296800,1538800,1339400,1758500,6642100,21858600,16151400,0,0
2021-04-28,130.2280579,203.7321625,172.9250031,144.3372345,235.4600067,54824.70313,213.3153992,234.4141693,44.77760696,86.27871704,180.3828888,1773.199951,166.9100037,311.8744202,286.6650391,190.5296021,112.6359253,141.408371,135.4556122,46.81634903,209.8607635,137.3770599,63.85454941,244.8230286,122.7472153,15.24001217,117.3941345,257.8844299,140.4114075,367.4545898,225.4858398,42.72399902,43.21092606,0.00800000038,1.620000005,107760100,7550800,92638000,2584500,19054100,48000572955,2965300,4274500,14984000,8718400,5199300,756,6932200,2140900,2713400,2300142,3941433,7448000,8943700,10868100,2777000,3010212,11628398,46903100,8195400,209416000,6262800,1290000,1167500,1886500,10111400,12862500,14286600,0,0
