Ticker,AAPL,AMGN,AMZN,AXP,BA,BTC-USD,CAT,CRM,CSCO,CVX,DIS,GC=F,GLD,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX,^TNX,AAPL,AMGN,AMZN,AXP,BA,BTC-USD,CAT,CRM,CSCO,CVX,DIS,GC=F,GLD,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX,^TNX
Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,24.60519218,117.7237701,29.57150078,51.45271683,114.9518509,422.7449951,58.77890015,74.53594208,20.62093163,62.57968521,89.23390961,1236.199951,118.6100006,123.7216034,106.7649765,81.97890472,93.63943481,83.43763733,44.35505295,34.36038971,101.817009,101.2289734,39.49710464,48.02812576,53.55107498,0.8674260974,63.7773819,89.1780777,92.84558105,109.2627716,72.47303772,31.56905556,19.13220406,0.2199999988,1.690999985,127207600,3363900,63780000,4051300,4596300,57858600,4800800,3843700,17016800,6817700,7525400,375,11900500,4786800,3953700,3061685,3831498,7822900,19226800,9292000,4720800,3263047,11042566,19225100,7092900,378104000,6655900,3823500,1294000,3186600,7542100,23076300,18331500,0,0
2016-04-08,24.63239479,117.0355759,29.72999954,52.01216125,115.7483444,420.348999,58.92152786,74.0708313,20.68817139,63.59638214,89.47517395,1242.5,118.4300003,123.6146317,106.5656052,82.30924988,94.33426666,83.30782318,44.6800499,34.73838806,101.6739731,100.9079742,39.45435333,47.99284744,52.76956177,0.8730570674,63.74674988,90.47280121,93.43753052,108.2379303,72.89346313,31.67834091,19.08733749,0.2179999948,1.720000029,94326800,2522100,51838000,4602800,3939800,63454700,4911000,2375700,14495600,7108500,6982700,409,9078900,3122200,2924400,2306252,3445315,6301600,13547700,11959300,3625600,2068243,7322795,22167200,8761700,255936000,5453000,3042000,907000,3642300,5327500,12197900,19548000,0,0
2016-04-09,,,,,,419.4110107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49792700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,,,,,,421.5639954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73478600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,24.7140007,116.9831848,29.79649925,52.27441025,115.7755203,422.4830017,59.14341736,73.38803101,20.6358757,62.87678146,89.33596039,1256.699951,120.0299988,125.1939468,106.0791397,82.17710114,94.2710495,83.2085495,45.03601456,34.41968536,101.3561554,100.8837662,39.23342896,47.89584351,51.43743515,0.8784429431,63.38662338,89.78126526,93.07263947,108.7977142,72.69729614,31.33229828,18.90224075,0.2099999934,1.723999977,117630000,2732800,54086000,4033400,3611700,50747500,3904800,2151800,18762900,6644200,5916600,437,9846000,3464300,3472700,2397843,4023021,6823900,17627800,11880100,6973700,1819236,7404749,21414200,12593400,387524000,7081500,2355000,1176600,3119200,5957200,14975900,23596200,0,0
2016-04-12,25.03590012,118.6363525,30.15850067,53.04367065,117.1875229,425.1900024,60.30838776,73.49687195,20.65081787,64.37541199,90.3381958,1259.400024,120.0500031,126.9295654,107.1717224,82.97731018,94.51110077,83.68961334,45.87172699,34.57531357,101.3958893,101.755806,39.4401207,48.19568253,51.99694443,0.877464056,63.46323395,90.67996216,93.40509033,109.2024841,73.35118103,31.53870583,19.29486656,0.2300000042,1.781000018,108929200,2763400,52822000,4360300,4239200,70728800,5129600,2259700,27741400,8783400,6277200,185,9689500,2732900,4251400,2381929,3761207,8412300,17779200,11219100,5211400,1957254,6221976,24944300,12471100,292764000,7081600,2214600,1749400,2887200,5962900,12335000,23203800,0,0
2016-04-13,25.39862061,119.728447,30.74099922,54.33741379,118.6990891,423.7340088,62.70965958,75.15938568,21.09162521,64.43480682,92.31478119,1246.800049,118.7699966,131.4865723,106.7410889,84.23265076,95.52171326,83.8957901,47.81400299,34.12322235,100.8237762,102.0949249,39.8819809,48.8130188,52.91166306,0.8994984627,63.17976379,90.50326538,94.02947235,110.0292816,74.46286774,31.13802338,19.39302826,0.2230000049,1.761999965,133029200,3860600,84566000,4689700,3514800,69060400,9365700,3099900,25433300,6406800,7967400,203,8841500,5151100,4324800,3848168,3314146,5758300,37516800,13234100,4985200,1848896,8849836,20818000,10629100,350716000,11738600,2871900,1483900,2592400,9187300,19752900,18788100,0,0
2016-04-14,25.41221428,119.7733154,31.03750038,54.64337158,118.436615,424.2820129,62.64626312,75.35729218,21.10656738,64.68569183,91.52598572,1225,117.1100006,132.35849,107.1637421,84.07115173,95.47746277,83.87286377,48.43305969,33.96756744,101.3164444,101.8345108,40.23119354,48.82183456,52.83173752,0.9019467235,63.34970856,89.71730804,93.54291534,110.2187424,75.04203033,31.1805191,19.29486656,0.2150000036,1.781000018,101895600,2406800,70242000,4017900,4527600,45281000,5372300,2696200,15049100,6162200,6676200,264,13165800,3067100,4183300,1965929,3322619,4457100,24249900,12982200,4834800,1451226,8757822,20877100,7785200,416564000,6904400,2328000,1588300,1674600,11470300,10083300,20931300,0,0
2016-04-15,24.90216064,119.7807617,31.29450035,54.3199234,118.690033,429.7130127,62.74133682,75.51563263,20.84506989,64.1905365,91.48886871,1233.099976,117.9199982,130.3925476,107.6741714,84.15187836,95.83120728,84.13250732,47.87591553,34.16769409,101.5309372,102.2099991,40.01026154,49.07760239,52.84060287,0.9090468287,63.57373428,90.30522919,94.24840546,109.6589203,74.80847168,31.17444229,19.36778831,0.2099999934,1.751999974,187756000,2824300,57754000,4395700,5008700,54801500,5508500,2132900,23804400,6551600,6146800,97,7838100,3467900,3508900,2329734,3825850,10057900,19290700,13647800,3103800,1694732,8839251,28793800,7653600,436972000,7299300,1452600,1550600,2835200,7186700,11862000,22753500,0,0
2016-04-16,,,,,,430.571991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39392800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,427.3989868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52125900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,24.36490059,120.9552155,31.76749992,54.71331024,119.4503479,428.5910034,62.80476379,76.46563721,21.06173706,65.16104889,94.17071533,1233.599976,117.7399979,130.8038635,109.1017303,84.76120758,96.34281921,84.7052002,48.18544006,34.2566185,102.3811188,102.6762772,40.27394485,49.79192734,52.90278244,0.9051296115,63.98310852,90.40884399,94.07001495,110.0723038,76.08829498,31.40514374,19.59214401,0.1979999989,1.773000002,243286000,2081100,87218000,3140100,3056000,55670900,4822200,1916100,15762900,7770200,10665200,304,5809800,3031500,3964300,2878169,6884458,7772500,13813100,11538100,4525600,1371334,8168322,23786000,6075900,307320000,5628000,1627500,2349800,2717400,7761200,14322900,19868700,0,0
2016-04-19,24.23568344,121.254425,31.39500046,55.56996155,120.0929871,435.5090027,63.70817566,75.3968811,21.16634178,66.34936523,95.24716187,1253,119.5800018,133.7898102,108.0171204,85.01082611,90.95497894,86.04146576,48.99792862,34.53826523,102.3890839,102.7368393,40.52338409,49.73019028,52.8938942,0.8889709115,64.33072662,90.87493896,94.28085327,112.3889771,75.43437195,31.61763191,19.56690025,0.2150000036,1.782999992,129539600,2693000,81118000,4798400,2931000,52810500,6283500,2365200,20307700,10584800,10639800,386,21031500,5832200,4649500,2455825,13796949,10526400,19255600,14418300,4606300,2211524,8011122,29596800,6594400,309152000,6606100,1716000,1216400,4340100,8324700,11393400,24598200,0,0
2016-04-20,24.28555489,121.7480698,31.64949989,56.83749771,118.1831589,441.3890076,63.19306564,75.34741211,21.24852562,67.1350174,95.83178711,1253.199951,118.9700012,137.3514709,107.8177261,84.55565643,92.2877655,86.72870636,49.70984268,32.8854599,102.1427994,102.3068924,40.32383347,49.02466202,52.94717789,0.892398417,62.99434662,91.39894104,93.89974213,115.3429413,75.80807495,31.41728973,19.40985298,0.2179999948,1.853999972,122444000,2374300,52188000,8498700,6799000,72890096,5356800,2001600,19937800,10150500,7712000,180,10233200,4802200,4760200,2852238,7064998,8213400,14594400,40360300,5006700,1721881,8929903,36195700,7177500,200172000,9124200,2716800,1962600,7321000,8521300,15412500,16237500,0,0
2016-04-21,24.02259636,122.9374542,31.54999924,57.35324478,118.3370209,449.4249878,62.94499969,76.34689331,21.0990963,66.94353485,95.49773407,1249,119.4199982,135.9860535,107.3471985,84.36478424,94.30264282,86.72106934,49.21461868,32.35923004,99.94973755,102.1373138,40.33809662,49.19222641,53.35569763,0.8914192915,62.41503143,90.59161377,88.21546936,114.5076141,75.47177887,30.3730793,19.20232391,0.224999994,1.870000005,126210000,2348400,51926000,9466700,4799600,68204704,6509100,3542500,17339900,8278600,6824800,124,14612800,4165100,3542200,3189111,6294514,7884500,15395800,37206900,7947600,1955460,11040994,38909100,7156700,178280000,8802100,5533500,5073700,3786000,9536900,32172200,19852800,0,0
2016-04-22,23.95685196,122.0697403,31.02499962,57.63298798,118.6176224,445.7369995,62.67290497,75.68387604,21.03184891,67.34628296,96.29577637,1228.699951,117.8899994,137.162323,108.1925583,83.81420135,93.79735565,86.53017426,49.50092316,33.01146698,99.71932983,102.1373138,40.43786621,45.66464233,52.77843475,0.887991488,62.53088379,91.11864471,89.87776184,115.515213,73.90233612,30.6887722,19.27242851,0.224999994,1.888000011,134732400,2757200,101678000,5946300,3858100,58804400,10099600,3184500,23147600,5754000,5731300,188,10047000,2680300,4180900,5453518,5430727,7508700,12444700,25134200,9311300,2155551,7433988,126834100,8294300,223540000,8027700,2178900,2023500,2782800,18216000,17823300,18645300,0,0
2016-04-23,,,,,,450.2820129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50485400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,,,,,,458.5549927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68198400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,23.82083321,122.271698,31.30999947,57.43192291,118.3460846,461.4259949,61.44858932,75.71355438,21.09162521,67.01618195,97.0381546,1238.900024,118.2300034,135.796814,108.1845627,83.1388092,93.99313354,86.67525482,49.21461868,33.1374588,101.2766876,101.9677582,40.06728745,45.95567322,52.58306503,0.892398417,62.88621521,91.16435242,89.47232056,115.2137756,72.99619293,30.81625938,19.48276901,0.2380000055,1.90199995,112126400,1596300,53658000,4201700,4600100,87091800,8079800,2456200,16434800,6612100,6117100,442,4369400,2473000,2835400,4075866,2979949,6139900,10687200,11173800,6979900,2844447,8677650,33226900,6117700,191972000,7672800,2079900,1482300,2702100,11184600,12439500,17688600,0,0
2016-04-26,23.65534973,121.8154144,30.84399986,57.86901093,120.5998764,466.0889893,62.13678741,75.41667938,21.25598717,67.53115082,97.33511353,1242.199951,118.6999969,136.4137268,107.937355,84.27668762,94.16368103,86.21708679,49.46996689,33.00404739,101.4753418,100.6354904,39.93899536,45.3647995,52.87613297,0.8931330442,61.44943619,91.42937469,89.17229462,115.6099472,73.36051941,30.62200356,19.43509293,0.2450000048,1.930999994,224064800,2156600,50428000,3979600,6103400,78971904,6085900,1953700,18151500,5650700,6452900,97,9906800,2251600,3507200,3300178,3116871,5853600,12048000,13935500,4082300,3817752,7573477,33532600,5582200,214536000,13742300,3489600,1614900,2638000,6071800,10064300,19945200,0,0
2016-04-27,22.17504692,120.431572,30.32850075,57.89523315,124.0755615,444.6870117,62.96100235,74.90208435,21.3979454,68.56102753,97.69702148,1249.199951,119.0400009,137.3020935,108.2643356,84.74654388,95.04167175,86.11016846,49.60925293,33.11523438,101.9441452,101.5922775,40.13141251,44.92385483,52.63635635,0.9134536982,61.71208191,91.02116394,88.81552887,114.3697968,73.57543182,31.38085556,19.46874809,0.2450000048,1.860000014,458408400,2729500,81376000,4539700,6930800,93564896,4459300,3359300,20931000,8383600,5996100,547,7976400,3323600,3488100,3633935,3254315,5759300,15284100,11335500,4436200,2664329,7274587,43369300,8094600,352396000,7689700,2376300,2342000,3358800,6319400,17012400,15441900,0,0
2016-04-28,21.49723816,120.1024551,30.10000038,57.5542984,122.0118484,449.0109863,62.21681213,74.59531403,20.88989639,67.60375977,96.53705597,1265.5,121.2900009,135.1387024,105.8558121,84.14454651,92.89411163,85.8887558,49.21461868,33.07818222,101.642189,101.1320801,39.72518539,44.00667191,51.98804474,0.8862777948,61.61167526,88.22760773,88.49118042,113.7411118,72.56650543,30.97410965,19.3257103,0.2099999934,1.838000059,328970800,3354100,157452000,3797800,4938800,74064704,4844600,3824800,29616200,7598000,5658300,887,15133600,2528000,5553600,3326220,3965909,6640000,12852500,10932500,3385800,1979021,9531246,43134800,6028600,381224000,7615900,3502800,1448300,3332800,8322600,13055600,14330700,0,0
2016-04-29,21.25014496,118.4118958,32.97949982,57.19589615,122.0118484,455.0969849,62.19279099,75.01096344,20.53874397,67.45851135,95.8225174,1289.199951,123.6500015,134.9906921,106.7809372,83.88760376,92.18038177,85.58330536,48.9050827,33.2041626,100.5059509,101.3621902,39.08376312,43.98021317,52.34327698,0.8698741794,61.88973236,87.52692413,89.11556244,113.4052505,72.15545654,30.92553139,18.75360107,0.1930000037,1.819000006,274126000,5386600,206214000,5051200,3716700,49258500,7702700,3228000,33890100,8826900,7006900,464,19043900,2890800,4610100,3026072,4420187,7774500,16376400,11716000,6276900,2345595,13862944,48411700,8178700,321904000,9391000,2243400,1697600,4161100,8092700,13684800,36297000,0,0
2016-04-30,,,,,,448.3179932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69322600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,,,,,,451.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40660100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,21.22747612,118.9280701,34.19250107,57.41444397,121.2968369,444.6690063,62.28882599,76.44584656,20.44908333,68.20453644,96.84327698,1294.699951,123.2399979,136.6933899,108.5036011,84.18125916,91.757164,86.09493256,49.36163712,33.33758545,101.8646774,101.9435501,39.41160202,44.63282394,52.92051697,0.8813812733,62.54632187,88.19714355,89.93454742,113.7669449,73.2951355,31.15624619,18.95552826,0.1850000024,1.86500001,192640400,2433700,131570000,4330000,3703800,92127000,3330100,3287400,27361700,6844500,5285700,192,12137500,1998400,4284400,3398892,3663510,5178800,10247300,12577500,4830800,2033559,10143487,33114500,8647800,256076000,7862600,2368200,1413900,2887700,7636800,11103800,22829100,0,0
2016-05-03,21.57658005,116.9532318,33.56600189,56.68889999,119.9210434,450.3039856,61.10448837,74.12031555,20.06805229,66.89073181,96.30506134,1290.699951,122.9599991,134.1928253,107.2993469,84.063797,91.037117,86.04910278,48.40983963,33.23381805,102.0236053,101.7194748,39.2548027,43.90084457,52.85837555,0.8708535433,62.64675522,88.04177094,89.46422577,114.0769882,72.10873413,30.76769257,18.79006004,0.2029999942,1.799999952,227325200,2862900,98468000,4745400,4028700,59366400,4790900,3273100,35319600,7033600,6243300,151,9063600,2777000,3408700,2925578,3749178,7554500,19120300,10420500,4048400,2298951,7966058,26460200,8061300,224024000,7617500,1727400,1256500,3632300,7666300,12900700,17767800,0,0
2016-05-04,21.35215378,115.3300705,33.54499817,56.17314529,118.4728012,446.7219849,59.40802383,73.21977997,19.75425339,66.40881348,96.20298767,1273.300049,122.2099991,131.6675262,107.793808,82.90393066,91.11293793,85.69021606,47.64377975,33.33758545,102.7625351,101.2289734,39.06237793,43.98021317,52.49425888,0.8510224819,63.0329895,88.04177094,88.97770691,113.7066727,71.9966507,30.86483574,18.84334755,0.1979999989,1.784000039,164102000,3048400,92710000,4998000,3340500,50407300,6938100,2839900,32850800,7444100,6445100,109,9398200,3203900,3192100,3604332,2695647,5214600,17030200,9350500,6613700,2533248,8075888,24257600,8062800,525764000,7365900,1549200,1348400,2909300,8854000,9033800,18088500,0,0
2016-05-05,21.26548767,115.3824463,32.95449829,55.87592316,119.5498962,447.9760132,58.247715,73.04165649,19.58241081,66.95677185,97.37223053,1271.400024,122.0699997,131.2234039,107.4030075,83.41043854,92.51513672,86.19419098,47.38840485,33.39686584,102.7228165,101.5983353,38.54925156,44.04195023,51.67722321,0.856163919,62.80125427,88.00518036,89.80480194,113.9477997,72.26755524,30.86483574,18.84895706,0.1829999983,1.746999979,143562000,2325400,97682000,4037200,4199200,50440800,8071200,2088600,23082200,6474300,6466000,330,8846900,2366200,3474900,3338017,6800255,5404300,14033900,8801100,4519700,2009519,11764010,25390700,7846000,246884000,6399500,1527900,1590000,2054700,6002300,10788800,24273000,0,0
2016-05-06,21.14689827,114.5895309,33.69749832,56.39167404,120.6179733,459.6029968,58.70385742,73.4770813,19.82149506,67.24723816,97.93828583,1292.900024,123.1800003,130.6640167,108.2244492,83.5279007,93.93089294,86.08727264,47.66697311,33.58957291,103.7557755,102.2766495,38.20004272,44.43880844,51.89037323,0.8649775982,63.44238281,88.49264526,89.56152344,113.715271,72.60384369,31.03481865,19.14061356,0.1800000072,1.779000044,174799600,3004800,87306000,3667700,2466000,72796800,6942800,3080100,25625300,5966800,7407500,305,11366800,2307000,3356800,3730423,5121007,6099900,11057900,8564000,4418400,1949719,11031562,24787300,7308000,183240000,6297200,1201200,1272700,2618600,6172600,9782300,29476200,0,0
2016-05-07,,,,,,458.5360107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38364500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,,,,,,458.5480042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,21.16285706,116.2501526,33.98749924,55.92838287,119.5680161,460.4830017,56.63928604,73.84323883,19.80655289,66.25036621,97.75270081,1265.599976,120.6500015,129.5617981,108.655159,83.07275391,93.96279907,86.83562469,47.36519241,33.53029251,103.9544067,102.052536,38.55636597,44.15659714,52.14791107,0.8637535572,63.43466187,88.89476013,89.85344696,114.2578278,73.07093811,31.0105381,19.33694267,0.2029999942,1.75999999,131745600,2990100,79644000,4261100,3431100,55493100,9405000,2136600,16990400,9342100,8130300,341,9236200,2097900,3552300,2974545,4500310,6512700,11197100,8110600,5006800,1556355,8358219,17951600,5604900,333336000,6718800,1607100,942300,2191800,9242300,8719800,25968600,0,0
2016-05-10,21.30653954,117.6190186,35.1534996,56.68014908,121.9394531,450.894989,58.0236702,75.12968445,20.19506836,66.85771942,98.92195129,1263.900024,120.9800034,132.7779846,109.6680222,84.37945557,95.63998413,87.56102753,48.00745392,33.90827942,104.5662231,103.1062775,38.96974182,44.99441528,52.57419205,0.8804019094,63.71276855,90.17424774,91.03731537,115.0329285,73.98644257,31.28979111,19.29206467,0.2430000007,1.75999999,134747200,2585000,122112000,4042300,3382700,58956100,6507300,2706300,22642500,6698100,15177200,23,9845000,2379600,3662800,3194676,4176364,8356400,11897200,8933500,4082600,2072190,6797538,22891000,7600200,269676000,6222400,2351100,1267100,2223500,6802600,7903500,19208700,0,0
2016-05-11,21.09899521,115.3300705,35.66149902,56.46160507,121.3646011,452.7279968,57.9596405,75.00106049,19.9485054,66.77191925,94.92237854,1274.599976,122.1200027,131.1328735,107.1079636,83.77017212,94.98952484,87.3319397,47.82947922,33.69334412,102.6115799,102.8095245,38.70603943,45.02085114,50.62928391,0.8828501701,63.45782852,89.56498718,90.79405975,112.5526199,72.33937836,31.05303001,18.76095963,0.2479999959,1.736999989,114876400,2741800,146764000,4959500,3284100,50605200,4691900,2517500,19326100,6850700,27068100,50,7590100,2096900,6058400,1912621,3235278,6680700,11254000,8833100,6890200,2136534,6888399,24039100,12823000,328176000,5975000,1866600,1519500,3450800,8432500,8508900,43792500,0,0
2016-05-12,20.60407639,114.3726044,35.89649963,56.24306488,122.6603622,454.7659912,57.37547302,75.09999847,19.92609024,67.41889191,94.3841629,1270.300049,121.1600037,130.0224152,107.0202179,83.82888794,94.91934204,87.22503662,47.79853821,33.96756744,103.3902435,103.0396576,38.57062912,45.42654037,51.49961853,0.8708535433,63.65869141,90.22911072,91.33734131,111.7344894,72.89148712,31.24729729,18.88525391,0.2579999864,1.756999969,305258800,2981600,100964000,3607800,4591300,59849300,4526500,2730400,19681900,6532400,11251700,101,7447100,2448100,5355600,2632219,3398663,7156300,11071700,10463400,4286800,2083312,8640026,24102800,8083700,670540000,4925000,3107700,1274800,3210400,7512800,9917100,28600500,0,0
2016-05-13,20.64513016,114.7114182,35.49599838,56.05075836,120.561554,455.6700134,56.07112885,75.57501984,19.82149506,66.50783539,93.27987671,1271.900024,121.7099991,127.7768173,106.1748276,83.10211945,94.20513153,86.71343231,47.35746384,33.61180878,102.3652802,101.9313965,38.39958954,45.04732132,50.89571762,1.003305674,62.74718094,89.31212616,91.36164093,111.0971527,71.89953613,30.92553139,18.34568024,0.2579999864,1.705000043,177571200,2451200,95268000,4524000,3965900,60845000,6417200,3583200,20865100,5665200,9570200,66,7672800,2550100,5295800,2796705,2508308,6779900,15122300,10341200,6568700,2243576,7467210,22592300,7392600,2110256000,6579000,2073000,1608200,3137300,7562700,9561300,41234100,0,0
2016-05-14,,,,,,455.67099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,,,,,,457.5679932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,21.41145134,115.4041672,35.53300095,56.00705338,122.4048462,454.1629944,56.57528305,76.50522614,20.15023232,67.53115082,93.13139343,1273.400024,121.8000031,127.809761,107.937355,84.30604553,95.31475067,87.38539886,47.71340561,33.81193161,103.0088654,102.6762772,38.94835663,45.70874023,50.74474716,1.032929778,63.05615997,90.68606567,91.01300049,112.5095673,72.80728149,31.10159683,18.65078354,0.2579999864,1.753000021,245039200,2415100,108658000,4879500,3165400,59171500,4515900,4141800,20885900,6779400,9113000,44,7103000,3177700,8394800,2668277,3210279,6222900,10951300,9413600,4343600,2184135,6968257,20032000,8045900,973032000,6497200,1314000,1155000,2466000,8597900,7903400,30545400,0,0
2016-05-17,21.32250214,113.024826,34.76350021,54.86190796,120.9630737,453.7829895,56.85535049,75.97084808,19.91115379,67.21753693,92.74164581,1276.199951,122.2200012,127.2092438,105.2736282,83.85222626,94.38368225,86.9196167,47.71340561,33.16712189,101.4594574,101.6226044,38.71316528,44.85619736,50.70923233,1.035133123,62.27597427,89.16287231,89.53717804,111.579422,71.86209869,30.90126419,18.39088249,0.2680000067,1.758999944,187667600,4486500,102428000,7977600,4032000,64100300,4841900,4587700,25921300,7028000,8694400,16,8619800,2701500,15989600,2778008,3651168,9233900,12180900,17457000,5826200,2542696,12360112,27803500,7620700,628392000,10188200,1951200,1490500,2294500,7169900,10466800,27758100,0,0
2016-05-18,21.56654358,113.5669708,34.87250137,55.52627182,119.530426,454.618988,56.48723984,77.0594101,19.96344948,66.75720978,91.86934662,1273.699951,120.0999985,131.5606537,105.0901794,83.15856934,93.96279907,86.73635101,49.55509186,32.96699905,100.2834778,101.6957245,38.96260834,45.12261581,49.83890533,1.06157434,61.68117523,88.97646332,90.25080872,112.3976059,72.46102142,30.59163666,17.84000587,0.2700000107,1.879999995,168249600,3234500,85664000,5316800,4060400,86850096,5166000,8010200,32345500,5927500,9323100,17,13381700,3653300,8258900,2747070,2605691,8267900,24007100,12524300,7303200,1942782,7745978,24907500,11532800,541072000,8344100,1554300,1346700,2246400,6288500,10443100,66767700,0,0
2016-05-19,21.48443604,111.9405823,34.92599869,54.84443665,116.8749924,438.7149963,55.55900574,80.2458725,20.59851456,66.61708832,91.32184601,1254.199951,119.8700027,127.2504272,105.0582886,82.88553619,92.42585754,86.17127228,49.05211639,32.84840393,99.5524826,100.6532974,38.89846039,44.68745804,50.65593338,1.066226721,61.94381714,88.09352112,89.27771759,111.958374,71.94634247,30.1302433,19.54914284,0.2899999917,1.845000029,121768400,3023600,60512000,4587000,5061600,96027400,6137100,13765000,50174600,6241100,7063500,69,14339700,4712000,4577200,3367731,3855138,8232200,16076200,10659500,6255100,1982131,9153127,23842400,9376500,398880000,6242500,1419300,1638300,2756000,5552200,16022400,105230100,0,0
2016-05-20,21.71707344,113.0775528,35.13999939,55.87592316,116.2453537,442.6759949,55.91110229,80.17661285,20.8973732,66.57707977,92.59317017,1252.400024,119.7099991,127.0941162,105.1539688,83.54965973,93.90537262,86.62500763,49.14496994,32.57418442,97.38326263,100.5923233,39.27619171,44.9538765,50.15862274,1.085322857,61.8125,88.48154449,90.72918701,112.7679291,72.68564606,30.1484623,19.7355938,0.2980000079,1.848999977,128104000,3075800,58324000,5278200,3297700,81987904,5731600,5097900,32703000,4707100,7297000,44,10379400,3247800,5089800,4435554,3840389,7435200,11862000,12914100,9735900,2088814,9047489,23905800,13745300,391084000,6526800,1099800,1805800,2538100,6302100,15345800,50239800,0,0
2016-05-21,,,,,,443.1879883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42762300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,,,,,,439.322998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39657600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,21.99304008,112.4149704,34.83750153,55.58747101,116.4187469,444.1549988,56.33520508,80.87921906,20.87495613,66.30352783,92.03638458,1251.099976,119.3700027,127.8672714,104.8110733,83.23973846,93.59928894,86.25585938,49.10627747,32.58900833,97.58189392,101.2629013,39.14077759,44.42993546,49.72345734,1.087036729,61.95152283,89.43170166,90.32374573,112.3200989,72.2551651,29.83275604,19.63389397,0.3129999936,1.838000059,152074400,1543400,51902000,3074100,3977700,50582500,4002000,4875800,19850000,4231200,5588600,56,8628200,2767600,3854500,1891699,2200575,6462300,9347500,13554700,7081600,1977586,5837674,26118700,7780700,413636000,5620600,2098200,1110700,3036500,5934300,13263100,30299400,0,0
2016-05-24,22.32831192,114.9900131,35.20999908,56.70638657,116.3457413,445.9809875,56.88733673,81.88858795,21.27093315,66.84395599,92.34262085,1228.900024,117.3000031,129.6275787,106.3582382,84.39828491,94.58138275,86.66347504,49.9419899,32.8854599,98.48775482,102.7991562,39.62539673,45.8153038,50.25630569,1.113423824,62.54632187,89.18728638,91.9860611,114.1889572,74.28588104,30.09988785,19.8429451,0.3429999948,1.858999968,140560800,2581000,60676000,3946100,5102400,65783100,3872400,5805600,26514800,4383300,5250800,20,12772000,3038800,5181500,2323279,3064048,6125300,13839400,12634200,4494100,1946370,6614138,34757900,11098700,415788000,6293300,2063100,1386400,2702400,7582300,11827300,26484000,0,0
