Date,AAPL,AMGN,AMZN,AXP,BA,BTC-USD,CAT,CRM,CSCO,CVX,DIS,GC=F,GLD,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT,^IRX,^TNX
2015-01-06,9.39E-05,-0.03274731768,-0.02309805251,-0.02154218141,-0.01184839106,0.04179588028,-0.006455693782,-0.01681587924,-0.0003700301916,-0.0004626032986,-0.00531826948,0.01271065639,0.01133448217,-0.0204367134,-0.003066377362,-0.002342154233,-0.02180234272,-0.004926016526,-0.02627044931,0.007564499697,0.001841593295,-0.01072099783,0.03853092473,-0.01478580514,-0.005899656573,-0.0307872521,-0.004565657583,-0.003023954035,-0.008967879659,-0.002019667352,-0.006464321065,0.01004205213,0.007676121579,1.897119954,-0.03798556301
2015-01-07,0.01392487683,0.03432880326,0.01054395694,0.02160489923,0.01540644638,0.02807297295,0.01537822255,-0.004731381449,0.009199605848,-0.0008332482724,0.01017771951,-0.007160879322,-0.005908836994,0.01479257282,0.03370053159,0.007212228537,-0.006556829541,0.02183558953,0.001524398907,0.01240562381,0.01727432918,0.007222572478,0.02116069186,0.01262487758,0.02044618092,-0.002609085422,0.005232237332,0.01691472976,0.01690421732,0.01015867019,0.0133090465,-0.006474168623,0.02618651312,0,-0.004595393747
2015-01-08,0.03770217476,-0.003608510679,0.006812759381,0.01407553603,0.0175275734,-0.03804603851,0.01019694715,0.02874157789,0.00766328443,0.02262546164,0.01028842766,-0.001818893575,-0.004217399701,0.01583968967,0.0218827438,0.01805441398,0.02150214005,0.007832048877,0.0221006066,0.01202322066,0.003715683809,0.0236847694,0.01992689667,0.02899382907,0.02282135366,0.0369272424,0.01137029779,0.0269956745,0.02054935735,0.0466288979,0.01332321928,0.02120673913,0.02088639477,-0.1053605364,0.03123681462
2015-01-09,0.001072089137,-0.01238071431,-0.01181817038,-0.01274745379,-0.001974765416,0.02460744467,-0.01202103519,-0.007366231848,0.01012663426,-0.02012723157,0.00489262438,0.00626959281,0.01132087278,-0.01546551079,-0.01729641357,-0.0167390037,0.004346144481,-0.01372238801,-0.01753992751,-0.01109352884,-0.01226196903,-0.0123600156,-0.004625105039,-0.008440731854,-0.01108514703,0.00402025495,-0.009374254807,0.006727743497,-0.01267578395,-0.009403919408,-0.01493416969,-0.008941797007,-0.01245717463,-0.1823215361,-0.02257436038
2015-01-13,0.008839503456,-0.006937438434,0.01136240745,-0.003021333061,0.002289823348,-0.1703057269,-0.006002733161,0.004148756873,0.001780945214,-0.01599396417,0.007698503498,0.001297201362,-0.00337947174,-0.0007568040661,-0.006629623298,0.007085351584,0.002362216909,0.001719797284,0.0001700594809,-0.0002344515425,-0.001936985481,-0.0007467410669,-0.00176702809,-0.005163648607,-0.008906636045,-0.001524897411,0.004217171496,-0.007255874748,0.001520029559,0.005057953238,0.002918700944,0.002121805565,-0.00791794908,0.5705448398,-0.0115729622
2015-01-14,-0.003817939107,0.0001290419776,-0.00499996841,-0.02450502567,-0.006040830858,-0.2375577155,-0.003479260587,-0.01249806498,-0.00642626342,-0.002883162737,-0.01013642913,8.10E-05,-0.001609304015,-0.02574359076,-0.01056356758,-0.004650132058,-0.006461245867,-0.00728083053,-0.03510969084,-0.001643457292,-0.01399389958,-0.004867904662,0.007209798153,-0.008665745869,-0.01377727255,0.004060691814,-0.003439144363,0.0002967737306,-0.01520638908,0.002519721496,-0.02022017633,-0.004461294146,-0.03069848052,0.0833816219,-0.02844300852
2015-01-15,-0.02751541308,-0.02110302295,-0.02178570104,-0.01376144204,-0.001842653395,0.1640023528,-0.01237551216,-0.03809628346,-0.01843549208,-0.01190874718,0.001272764066,0.02424985945,0.02486420983,-0.009700923636,-0.01600851527,-0.01613963305,-0.007926424823,-0.01462568537,-0.0325608704,-0.004237980422,-0.001749602507,-0.001127244045,-0.0122067564,-0.0104989457,-0.009650406256,-0.00711735362,-0.001445373172,0.005076164244,0.004231173328,0.01087616464,-0.009553702453,0.002764294884,0.008851286886,-0.0833816219,-0.03433340349
2015-01-16,-0.007800251468,0.04195870955,0.01312140261,0.001861589228,0.004905816939,-0.008360051861,-0.005470745355,0.02738410733,0.009802264325,0.02358226743,0.008758482121,0.009600383273,0.01297967953,-0.007084482419,0.0303244881,0.01136578949,0.01649015772,0.0150101066,0.01694922928,0.003533074963,0.001203460792,0.01455027307,0.01841352851,0.016572834,0.001937789442,0.01820087659,0.01534983437,0.01186637828,0.0221122699,0.01246281551,0.007164058767,0.01871969916,-0.007005554667,-0.245122503,0.02228508975
2015-01-21,0.007605443497,-0.001396774953,0.02662551832,0.004687565372,0.009028072853,0.07114626123,0.01653517154,0.007304421845,-0.00822704537,0.01574826002,-0.006034292948,-0.0003864137139,0.0002415683194,0.008617064726,0.002707715992,0.002723643235,-0.03145477726,0.006004643292,0.003225830634,0.004623152875,-0.005079394312,0.00369820977,-0.007212996741,-0.01018318211,-0.001069192937,0.0138893171,0.002030585378,0.002601889133,-0.007873102389,0.03443158487,0.001711526496,0.001451957317,-0.0005769878543,0.916290662,0.02513793719
2015-01-22,0.02568284696,0.01381901017,0.04303046145,-0.0383682347,0.02410117807,0.02828326756,0.0168419807,0.005012514771,0.02343008882,0.007002296013,0.01035270571,0.005396251349,0.008017360135,0.0272297142,0.02423815356,0.001410032127,0.02146578931,0.01808863596,0.0299633486,0.009639908801,0.00607011835,0.02040083154,0.006893289696,0.0260091834,0.02471606816,0.0170942156,0.009761301058,0.01413725409,0.02964841798,0.04060248833,0.001243130231,-0.009370282606,0.01897856346,-0.2876820725,0.02294044693
